OID,PID
2097,1013
2097,1013
2097,1013
2097,449
2098,258
2098,126
2098,126
2098,881
2098,881
2099,447
2099,447
2099,257
2099,257
2099,145
2099,145
2099,145
2099,155
2100,253
2101,510
2101,510
2101,510
2101,621
2101,0
2101,0
2101,403
2101,403
2101,403
2101,695
2101,695
2101,695
2102,584
2102,584
2102,584
2102,543
2102,543
2102,543
2102,969
2102,969
2102,969
2103,681
2103,681
2103,681
2103,40
2103,615
2103,615
2103,615
2103,3
2103,218
2104,829
2104,829
2104,829
2105,590
2105,590
2105,590
2105,966
2105,966
2105,966
2106,250
2106,250
2106,1026
2106,1026
2106,1026
2106,564
2106,564
2106,564
2106,70
2106,70
2107,350
2107,350
2107,350
2108,906
2108,906
2108,906
2108,839
2108,839
2108,839
2108,868
2108,868
2108,868
2108,894
2108,894
2108,894
2109,934
2110,1025
2110,949
2110,639
2110,374
2110,374
2110,740
2110,740
2110,740
2111,732
2111,471
2111,471
2111,681
2111,681
2111,718
2112,646
2112,646
2113,440
2113,440
2114,513
2114,205
2114,852
2114,135
2114,135
2114,135
2115,227
2115,227
2115,978
2116,595
2116,595
2116,725
2116,725
2117,418
2117,418
2118,1008
2118,478
2118,478
2119,629
2119,629
2120,871
2120,871
2120,871
2121,249
2121,249
2121,6
2121,137
2121,481
2121,481
2122,606
2122,606
2122,606
2123,976
2123,976
2123,976
2123,872
2123,872
2123,872
2123,540
2123,266
2123,266
2124,618
2124,618
2124,618
2124,267
2124,267
2124,267
2125,176
2125,176
2125,176
2125,431
2126,373
2127,326
2127,94
2127,94
2127,94
2127,340
2127,340
2127,936
2127,936
2127,936
2127,234
2128,179
2128,179
2128,650
2128,650
2128,185
2128,185
2129,636
2129,975
2129,975
2129,361
2129,361
2129,361
2129,101
2130,998
2130,822
2130,822
2130,175
2130,175
2131,281
2132,783
2132,783
2132,783
2132,936
2132,936
2133,728
2133,728
2133,352
2133,352
2133,352
2133,664
2134,272
2134,272
2134,562
2134,536
2135,348
2135,348
2135,348
2135,926
2135,926
2135,926
2136,571
2136,571
2136,812
2136,799
2136,799
2136,772
2136,772
2136,772
2137,347
2137,715
2137,795
2137,795
2137,800
2137,800
2137,430
2137,430
2138,997
2138,997
2138,997
2139,665
2139,665
2139,665
2140,628
2141,302
2141,302
2141,262
2141,262
2141,956
2142,1017
2142,1017
2142,1017
2142,673
2142,673
2142,911
2142,993
2142,993
2142,993
2142,216
2142,216
2142,216
2143,657
2143,657
2143,290
2144,5
2144,5
2144,298
2144,298
2144,298
2144,479
2144,479
2145,12
2145,12
2145,12
2145,547
2145,547
2145,547
2145,812
2145,38
2145,38
2145,38
2145,192
2146,133
2146,133
2147,286
2148,399
2148,7
2148,7
2148,7
2149,292
2149,828
2149,828
2149,828
2149,921
2150,843
2150,843
2150,51
2150,51
2150,981
2150,981
2151,786
2151,786
2151,215
2151,215
2152,958
2152,958
2152,958
2152,398
2152,398
2153,311
2153,311
2153,311
2153,493
2153,493
2153,493
2153,348
2153,348
2153,614
2153,840
2153,840
2153,840
2154,535
2154,535
2154,535
2154,326
2154,326
2154,326
2154,978
2154,978
2154,978
2154,991
2154,991
2154,413
2155,852
2155,852
2155,769
2155,315
2155,98
2155,98
2155,248
2155,248
2156,935
2156,935
2156,935
2156,561
2156,561
2157,116
2157,116
2157,116
2157,162
2157,162
2157,313
2157,295
2157,264
2157,264
2157,264
2158,1018
2158,865
2158,585
2158,585
2158,585
2159,844
2159,844
2160,441
2160,441
2161,375
2162,683
2162,374
2163,288
2164,597
2164,597
2164,320
2164,320
2164,87
2164,87
2165,423
2165,423
2165,423
2165,956
2165,956
2165,597
2165,597
2165,597
2166,976
2166,976
2166,300
2166,184
2166,184
2166,184
2166,642
2166,786
2167,290
2167,290
2167,290
2167,569
2168,459
2168,459
2168,671
2168,666
2168,666
2168,666
2168,503
2168,503
2168,503
2169,966
2169,966
2170,157
2170,157
2170,157
2171,932
2171,932
2172,853
2172,853
2172,853
2172,902
2172,690
2172,690
2173,604
2173,604
2173,604
2174,295
2174,954
2174,954
2174,542
2174,946
2174,479
2174,479
2174,479
2175,594
2175,594
2175,594
2175,241
2175,241
2175,241
2176,146
2176,146
2176,146
2177,309
2177,309
2177,500
2178,945
2178,945
2178,945
2179,509
2179,509
2180,491
2180,491
2180,491
2180,972
2180,972
2180,942
2180,107
2180,107
2181,348
2181,348
2181,348
2181,596
2181,596
2181,596
2181,921
2181,921
2181,921
2181,434
2181,434
2181,434
2181,206
2181,206
2181,206
2182,249
2182,988
2182,402
2182,326
2182,326
2182,243
2182,243
2182,243
2183,692
2183,692
2183,692
2183,860
2183,860
2183,860
2183,189
2183,189
2183,189
2184,477
2184,485
2184,485
2184,499
2184,499
2184,499
2184,183
2184,183
2185,452
2185,452
2185,980
2185,980
2185,409
2185,409
2185,409
2185,1018
2185,1018
2185,1018
2186,497
2186,497
2187,949
2187,949
2187,949
2187,144
2187,144
2187,144
2187,1024
2187,1024
2188,71
2188,71
2188,618
2188,145
2188,145
2188,145
2188,688
2188,688
2188,896
2188,896
2188,896
2189,57
2189,57
2189,263
2190,65
2190,724
2190,724
2190,984
2190,984
2191,211
2191,854
2191,854
2191,369
2191,369
2191,369
2191,998
2191,998
2191,901
2191,901
2191,901
2192,182
2192,182
2192,386
2192,386
2192,386
2192,38
2193,879
2193,879
2193,847
2193,664
2193,664
2193,664
2193,197
2193,520
2193,520
2193,520
2194,946
2194,946
2194,946
2194,537
2194,537
2194,655
2194,655
2194,81
2194,81
2194,81
2195,248
2195,248
2195,248
2195,84
2195,84
2195,84
2195,705
2195,705
2195,705
2195,568
2195,568
2195,568
2195,360
2196,776
2196,776
2196,776
2196,159
2196,726
2196,726
2197,337
2198,271
2198,271
2198,703
2199,279
2199,210
2199,210
2199,955
2199,955
2199,392
2199,1011
2199,1011
2199,1011
2200,320
2200,320
2200,205
2200,57
2201,494
2201,494
2202,805
2203,387
2203,387
2203,684
2203,684
2203,931
2203,281
2203,281
2203,456
2204,706
2204,706
2204,706
2205,22
2205,22
2205,22
2205,363
2205,363
2205,68
2205,68
2206,727
2206,727
2207,516
2207,318
2207,318
2207,318
2207,851
2207,851
2208,349
2208,310
2208,303
2208,821
2208,821
2208,821
2209,497
2209,497
2209,119
2209,119
2209,861
2209,861
2209,861
2209,267
2209,267
2209,815
2209,815
2210,428
2210,428
2210,428
2211,490
2212,330
2212,849
2212,302
2212,302
2212,302
2213,858
2213,858
2213,772
2214,1008
2214,1008
2214,1008
2215,182
2215,182
2215,182
2215,114
2215,114
2215,114
2215,304
2215,348
2215,348
2216,571
2216,571
2216,571
2216,428
2216,428
2217,1019
2217,1019
2217,369
2217,369
2217,369
2217,921
2217,921
2218,492
2218,492
2218,492
2218,440
2218,440
2218,440
2218,301
2218,301
2218,301
2218,823
2218,823
2218,332
2219,284
2219,284
2220,984
2220,158
2220,158
2221,203
2221,859
2222,859
2222,859
2222,859
2222,343
2222,343
2222,343
2222,652
2222,652
2222,652
2222,934
2222,934
2222,261
2222,261
2222,261
2223,499
2224,985
2224,985
2224,985
2224,622
2225,356
2225,115
2225,115
2225,115
2226,701
2226,315
2226,315
2226,315
2226,57
2226,904
2226,904
2226,258
2226,258
2226,258
2227,42
2227,42
2227,42
2228,12
2228,12
2228,1003
2228,1003
2229,93
2230,914
2230,914
2230,914
2230,1001
2230,1001
2230,603
2230,603
2230,603
2231,904
2231,904
2231,906
2231,906
2231,94
2231,299
2231,299
2232,972
2232,972
2232,972
2232,619
2232,619
2232,619
2232,467
2232,467
2232,459
2233,225
2233,225
2233,225
2233,931
2233,141
2233,385
2233,714
2234,30
2234,152
2234,247
2235,349
2235,349
2235,253
2236,931
2236,931
2236,931
2236,840
2236,840
2237,784
2238,613
2238,613
2238,762
2238,762
2238,5
2238,5
2238,458
2238,364
2238,364
2238,364
2239,50
2239,50
2240,186
2240,186
2240,144
2240,996
2240,226
2240,226
2240,189
2241,592
2241,592
2241,592
2241,33
2241,33
2241,33
2241,681
2242,619
2242,101
2243,395
2243,161
2243,161
2244,545
2244,545
2244,916
2244,916
2244,916
2245,509
2245,509
2245,906
2245,329
2245,269
2245,269
2246,756
2246,506
2246,941
2246,931
2247,3
2247,3
2247,293
2248,700
2248,700
2248,262
2248,262
2249,994
2249,994
2249,994
2249,663
2249,663
2250,116
2250,116
2250,188
2250,422
2250,422
2250,422
2251,583
2251,630
2251,630
2251,911
2251,911
2251,911
2252,741
2253,844
2253,844
2253,227
2253,227
2253,227
2254,235
2254,337
2254,337
2254,337
2254,600
2254,600
2255,873
2255,870
2255,870
2256,662
2256,662
2256,228
2256,946
2256,946
2256,946
2256,200
2256,311
2256,311
2257,1025
2257,969
2257,969
2257,969
2257,539
2257,539
2257,568
2257,568
2258,1004
2258,1004
2258,1019
2258,1007
2258,1007
2258,1007
2258,81
2258,81
2258,81
2259,608
2259,925
2259,925
2260,660
2260,660
2260,298
2260,298
2260,298
2260,74
2260,74
2260,74
2260,357
2260,357
2261,660
2261,261
2261,261
2261,643
2261,643
2261,654
2261,925
2262,833
2262,833
2262,183
2262,183
2262,999
2262,999
2262,999
2263,432
2263,432
2263,127
2263,127
2263,127
2264,217
2264,217
2264,217
2264,644
2264,644
2264,644
2264,729
2264,729
2264,474
2265,68
2266,113
2266,113
2266,113
2267,325
2267,325
2268,813
2268,813
2269,618
2269,966
2270,628
2270,628
2270,628
2270,240
2270,240
2270,240
2271,411
2271,411
2271,985
2271,985
2271,985
2271,458
2271,175
2271,175
2271,175
2272,904
2272,904
2272,904
2273,529
2273,529
2273,794
2273,510
2273,831
2273,831
2273,831
2274,266
2274,266
2274,266
2274,976
2274,976
2274,492
2274,69
2274,69
2274,69
2274,128
2274,128
2275,921
2275,921
2276,296
2276,296
2276,296
2276,9
2276,9
2276,9
2276,818
2276,818
2276,311
2276,311
2276,311
2276,830
2276,830
2277,421
2277,1027
2277,1027
2277,273
2277,273
2277,273
2277,848
2277,848
2277,379
2277,379
2278,535
2278,535
2278,535
2278,826
2278,925
2278,925
2278,417
2279,227
2279,227
2279,724
2279,724
2279,323
2279,44
2279,453
2280,1010
2280,1010
2280,1010
2280,240
2280,875
2281,491
2281,491
2281,47
2281,1006
2281,1006
2282,905
2282,905
2282,905
2282,229
2283,284
2283,284
2283,466
2283,466
2283,466
2283,1025
2283,1025
2283,1025
2283,417
2283,597
2284,713
2284,713
2285,634
2285,634
2285,634
2285,874
2286,830
2286,427
2286,427
2287,975
2287,975
2287,975
2288,834
2288,452
2288,748
2288,748
2288,748
2288,119
2288,119
2289,177
2289,177
2289,411
2289,411
2289,411
2289,7
2289,7
2289,7
2289,976
2289,976
2290,610
2290,610
2290,610
2290,827
2290,827
2290,827
2291,161
2291,161
2291,161
2291,568
2291,270
2291,1002
2291,491
2292,54
2292,11
2292,11
2292,11
2292,718
2292,718
2292,811
2292,31
2292,31
2292,31
2293,135
2293,91
2294,252
2294,252
2294,203
2294,203
2294,203
2294,972
2294,843
2294,843
2295,605
2295,605
2295,583
2295,583
2295,583
2296,434
2296,434
2296,434
2296,676
2296,918
2296,918
2296,455
2296,455
2296,455
2296,723
2296,723
2297,730
2297,730
2297,730
2297,559
2297,559
2298,615
2298,615
2298,455
2298,455
2298,455
2299,976
2299,976
2300,343
2300,343
2300,509
2300,1005
2300,1005
2300,75
2301,1003
2301,1003
2301,1003
2301,860
2302,617
2302,123
2302,123
2302,858
2302,858
2303,549
2303,589
2303,413
2304,104
2304,933
2304,933
2304,933
2304,446
2304,446
2304,446
2304,179
2305,8
2305,8
2306,347
2306,347
2306,347
2306,41
2306,41
2306,41
2306,374
2306,374
2306,374
2306,9
2306,9
2306,841
2307,509
2307,509
2307,445
2307,685
2307,685
2307,60
2307,1004
2307,1004
2307,1004
2308,593
2308,593
2308,641
2309,78
2309,78
2309,437
2309,919
2309,919
2309,919
2309,300
2309,300
2309,678
2309,678
2310,691
2310,144
2310,144
2310,144
2310,944
2310,944
2310,944
2310,316
2310,316
2311,333
2311,333
2312,876
2312,166
2312,166
2312,166
2312,758
2312,758
2312,29
2312,29
2313,613
2313,61
2313,61
2314,389
2315,868
2315,868
2315,260
2315,260
2315,260
2315,43
2315,43
2315,43
2316,591
2316,721
2316,96
2317,857
2317,683
2317,505
2317,505
2317,505
2318,490
2318,490
2318,490
2318,776
2319,442
2319,164
2319,164
2319,164
2320,311
2320,311
2320,311
2320,341
2320,341
2320,341
2320,602
2320,782
2320,782
2320,782
2320,218
2321,587
2321,587
2321,438
2321,438
2321,26
2321,26
2321,26
2322,874
2322,874
2322,874
2323,555
2323,555
2323,555
2324,65
2324,65
2324,56
2324,1010
2324,1010
2324,1010
2324,228
2324,228
2325,145
2325,145
2325,145
2325,343
2325,343
2325,175
2325,175
2325,778
2326,348
2326,348
2326,348
2326,687
2326,687
2326,687
2327,153
2327,153
2327,0
2327,0
2327,127
2327,781
2328,469
2328,469
2328,288
2328,288
2329,748
2329,748
2329,748
2329,166
2329,166
2329,166
2329,637
2329,637
2329,482
2329,482
2329,482
2330,826
2330,826
2330,826
2330,966
2330,966
2330,571
2330,571
2330,571
2330,391
2330,391
2330,769
2331,821
2331,337
2331,337
2331,337
2332,221
2332,704
2332,841
2332,196
2332,196
2332,759
2333,2
2333,2
2333,2
2333,536
2333,536
2333,536
2334,1001
2334,995
2334,995
2334,995
2335,212
2335,212
2335,212
2336,284
2336,951
2336,951
2336,546
2336,584
2337,590
2338,289
2338,289
2338,270
2338,513
2338,513
2338,124
2338,262
2338,262
2338,262
2339,410
2339,410
2339,410
2339,337
2339,337
2339,114
2339,114
2340,260
2340,260
2340,450
2341,752
2341,25
2341,25
2341,25
2341,166
2342,790
2342,526
2342,544
2342,544
2342,73
2343,442
2343,115
2343,115
2344,622
2344,622
2344,622
2345,762
2345,762
2345,190
2345,190
2346,387
2346,387
2346,281
2346,382
2346,382
2346,715
2346,974
2346,974
2347,436
2347,436
2347,737
2347,737
2347,737
2347,431
2347,431
2347,977
2347,977
2347,977
2348,121
2348,121
2348,697
2348,697
2348,697
2348,493
2348,493
2348,493
2348,435
2348,352
2348,352
2348,352
2349,509
2349,509
2349,509
2349,1020
2349,1020
2349,634
2349,634
2350,181
2350,181
2350,181
2350,469
2351,791
2351,791
2351,286
2351,286
2352,533
2352,527
2352,527
2352,609
2352,609
2352,814
2352,814
2352,814
2352,16
2353,455
2353,455
2353,455
2353,626
2354,381
2354,381
2354,381
2354,109
2354,109
2355,415
2355,318
2355,206
2355,206
2355,206
2355,68
2355,68
2355,467
2355,467
2355,467
2356,106
2356,106
2356,106
2356,907
2356,907
2356,907
2357,890
2357,890
2357,890
2357,777
2357,777
2357,672
2357,672
2357,268
2357,268
2357,268
2358,46
2358,46
2358,46
2358,772
2358,772
2358,772
2358,936
2358,695
2359,253
2359,253
2359,253
2359,451
2359,451
2359,569
2360,93
2360,93
2360,431
2360,686
2360,686
2360,686
2360,433
2361,712
2361,712
2361,712
2361,875
2361,875
2361,875
2362,637
2362,637
2362,637
2363,695
2363,695
2363,394
2363,394
2363,949
2363,949
2363,949
2363,945
2363,945
2363,945
2363,719
2363,719
2364,84
2364,84
2364,84
2364,577
2364,577
2364,24
2364,24
2364,636
2365,983
2365,983
2365,773
2365,530
2365,402
2365,402
2365,402
2366,738
2366,1001
2366,1001
2367,188
2367,188
2367,315
2367,315
2367,970
2367,999
2367,999
2368,394
2368,394
2368,394
2368,444
2368,761
2368,533
2368,298
2368,298
2368,298
2369,603
2369,603
2370,275
2370,275
2370,792
2370,792
2371,894
2371,894
2371,894
2371,172
2371,172
2371,692
2371,692
2371,419
2371,419
2371,419
2371,958
2371,958
2372,789
2372,789
2372,957
2372,607
2372,955
2372,337
2373,828
2373,828
2373,35
2373,35
2373,1028
2373,1028
2374,965
2374,965
2374,757
2374,757
2375,88
2375,88
2375,246
2375,980
2375,980
2375,980
2375,455
2375,455
2375,455
2375,784
2375,784
2375,784
2376,46
2376,46
2376,1021
2376,1021
2376,187
2376,24
2376,24
2376,286
2376,286
2377,49
2377,49
2377,49
2377,596
2378,514
2379,607
2379,755
2379,755
2379,755
2379,583
2380,87
2380,87
2380,179
2380,179
2380,98
2380,98
2380,98
2380,757
2380,757
2380,762
2381,5
2382,177
2382,177
2383,559
2383,559
2383,647
2383,647
2383,501
2383,216
2383,216
2383,216
2384,1020
2384,996
2384,996
2385,464
2385,464
2385,464
2386,104
2387,387
2387,387
2387,663
2387,663
2387,663
2387,382
2387,382
2387,382
2388,167
2388,167
2388,167
2388,391
2388,391
2388,196
2388,300
2388,741
2388,741
2389,409
2389,409
2390,100
2390,488
2390,488
2390,662
2390,662
2390,662
2391,655
2391,874
2391,874
2391,874
2391,943
2391,943
2391,943
2391,243
2391,243
2391,39
2391,39
2391,39
2392,700
2393,572
2393,572
2393,432
2393,1026
2393,420
2393,420
2393,420
2394,553
2394,553
2394,553
2394,765
2394,765
2394,765
2394,58
2394,58
2394,58
2395,864
2395,864
2395,94
2395,94
2395,197
2395,546
2395,546
2396,163
2397,758
2397,758
2397,758
2397,513
2397,513
2397,513
2397,306
2397,306
2397,505
2397,505
2397,505
2397,829
2398,19
2398,19
2398,19
2398,911
2398,292
2398,292
2398,292
2399,648
2399,648
2399,648
2399,329
2399,400
2399,400
2399,400
2399,294
2399,294
2399,343
2400,563
2400,563
2400,244
2400,244
2400,244
2400,934
2400,371
2400,371
2400,655
2400,655
2400,655
2401,567
2401,567
2402,351
2402,780
2403,369
2403,256
2404,0
2404,582
2404,582
2405,53
2405,53
2405,21
2405,974
2405,974
2405,974
2406,956
2406,495
2406,495
2406,495
2406,416
2406,416
2406,416
2406,730
2406,266
2407,534
2407,534
2407,793
2407,793
2407,793
2407,563
2407,563
2407,563
2407,605
2407,605
2407,605
2408,748
2408,748
2408,428
2408,428
2408,159
2408,159
2408,703
2409,512
2409,59
2409,813
2409,813
2409,813
2409,567
2409,567
2410,93
2410,93
2410,642
2410,642
2410,575
2410,831
2410,831
2410,831
2411,566
2411,175
2411,175
2412,740
2412,267
2412,267
2412,421
2412,421
2412,603
2412,603
2412,603
2412,369
2413,513
2413,513
2413,522
2413,606
2413,566
2414,164
2414,164
2414,876
2415,822
2415,423
2415,423
2415,543
2415,543
2415,882
2416,165
2416,165
2416,241
2416,241
2416,241
2417,628
2417,343
2417,343
2417,343
2417,211
2417,211
2417,351
2417,351
2417,351
2418,273
2418,273
2418,548
2418,548
2418,212
2419,847
2419,847
2419,847
2419,256
2419,256
2420,886
2420,886
2420,886
2420,175
2420,175
2420,175
2421,494
2421,494
2422,41
2422,762
2422,953
2422,953
2422,953
2422,701
2423,115
2423,115
2423,823
2423,823
2423,823
2423,485
2423,485
2423,60
2423,60
2423,60
2423,337
2423,337
2424,5
2424,5
2424,555
2424,555
2424,555
2424,1018
2424,116
2424,116
2425,753
2425,753
2425,753
2425,643
2425,643
2425,643
2426,91
2426,368
2426,945
2426,448
2426,448
2427,337
2427,337
2427,337
2427,587
2427,587
2427,587
2428,277
2428,101
2428,101
2429,110
2429,658
2430,112
2430,112
2430,1016
2430,1016
2430,1016
2430,768
2430,768
2431,143
2431,143
2431,731
2431,966
2431,966
2431,66
2431,66
2432,100
2432,100
2432,100
2432,301
2432,301
2432,637
2432,637
2432,637
2432,193
2432,975
2433,223
2433,223
2433,223
2433,267
2433,267
2433,267
2433,5
2434,681
2434,909
2434,909
2434,707
2434,947
2435,626
2435,44
2435,105
2436,19
2436,19
2436,548
2436,548
2436,274
2436,274
2436,644
2436,644
2436,644
2436,457
2436,457
2436,457
2437,201
2437,201
2437,448
2437,448
2437,448
2438,360
2438,125
2438,125
2438,125
2438,343
2438,343
2439,892
2439,892
2440,491
2440,491
2440,491
2440,351
2440,351
2440,351
2440,624
2440,624
2440,624
2440,471
2440,471
2440,76
2441,19
2442,922
2443,210
2443,210
2443,946
2443,946
2443,946
2444,355
2445,400
2445,400
2445,400
2446,358
2446,115
2446,115
2446,496
2446,496
2446,496
2446,320
2446,320
2446,895
2446,895
2447,120
2448,404
2448,404
2448,528
2448,528
2448,528
2448,475
2449,573
2449,573
2449,1000
2449,1000
2449,697
2449,697
2449,697
2449,607
2450,758
2450,758
2450,794
2450,893
2450,893
2450,893
2451,299
2451,299
2452,557
2452,557
2452,479
2452,479
2452,479
2452,36
2452,171
2452,171
2452,171
2452,333
2453,231
2453,100
2453,374
2453,374
2453,374
2453,803
2453,143
2454,654
2455,8
2455,68
2455,472
2455,748
2456,326
2456,825
2456,825
2456,825
2456,951
2456,951
2457,232
2457,232
2457,1011
2457,832
2457,832
2457,853
2457,49
2458,69
2458,69
2458,802
2458,802
2458,557
2458,557
2458,557
2458,313
2458,313
2458,313
2459,172
2459,172
2459,990
2459,883
2459,883
2459,883
2459,875
2459,875
2459,875
2459,964
2459,964
2459,964
2460,255
2460,255
2461,211
2461,211
2462,637
2462,181
2462,814
2462,814
2462,999
2462,340
2462,340
2462,340
2463,422
2463,422
2464,964
2464,964
2464,729
2464,729
2464,156
2465,484
2465,467
2465,510
2465,510
2465,510
2466,153
2466,153
2467,158
2467,158
2467,158
2467,831
2467,831
2467,831
2467,358
2467,358
2467,580
2467,580
2467,149
2467,149
2468,102
2468,102
2468,988
2468,988
2468,120
2468,849
2468,849
2468,645
2468,645
2469,590
2470,613
2470,384
2470,384
2471,335
2471,335
2471,621
2471,114
2471,114
2471,114
2472,610
2472,610
2472,610
2473,955
2473,39
2473,39
2473,178
2473,178
2473,128
2473,158
2473,158
2473,158
2474,282
2474,282
2474,282
2474,1005
2474,1005
2474,1005
2474,483
2475,489
2475,489
2476,1023
2476,1023
2476,146
2476,595
2476,595
2476,595
2476,97
2476,109
2476,109
2477,958
2477,958
2477,655
2477,805
2477,805
2477,805
2477,319
2477,689
2477,689
2477,689
2478,76
2479,779
2479,264
2479,264
2479,264
2479,781
2479,781
2479,821
2479,821
2479,352
2479,352
2479,352
2480,65
2480,832
2480,832
2480,581
2481,522
2481,522
2481,145
2481,931
2481,16
2481,16
2481,16
2482,502
2482,502
2482,605
2482,732
2482,732
2482,564
2482,564
2482,564
2483,566
2483,566
2483,566
2484,41
2484,41
2484,394
2485,209
2486,292
2486,1003
2486,831
2486,317
2487,319
2487,319
2487,319
2487,462
2487,462
2487,462
2487,421
2487,421
2487,942
2487,942
2487,942
2488,563
2488,563
2488,563
2488,872
2488,872
2488,872
2488,658
2488,658
2488,658
2488,156
2488,156
2488,156
2489,864
2489,993
2489,81
2489,81
2489,46
2490,445
2490,445
2490,445
2491,671
2491,671
2491,512
2491,512
2491,887
2492,387
2492,387
2492,387
2492,16
2492,16
2492,16
2492,751
2492,751
2492,751
2492,637
2492,637
2492,637
2492,790
2492,790
2492,790
2493,872
2493,872
2493,872
2493,234
2493,576
2493,49
2493,49
2494,907
2494,907
2494,670
2494,670
2494,754
2494,754
2495,779
2495,779
2495,927
2495,927
2495,516
2495,922
2495,922
2495,922
2496,640
2496,640
2496,640
2496,974
2496,974
2496,974
2496,551
2496,635
2496,106
2497,755
2497,755
2497,755
2498,663
2498,312
2498,312
2498,312
2498,505
2498,505
2498,505
2499,32
2500,200
2500,200
2500,16
2500,849
2500,849
2500,385
2501,596
2501,596
2501,772
2501,772
2501,772
2502,940
2502,940
2502,940
2502,841
2502,306
2502,306
2502,410
2502,410
2502,37
2503,605
2503,791
2503,82
2504,538
2504,538
2504,538
2504,329
2504,188
2504,188
2504,145
2504,145
2504,145
2505,592
2505,230
2506,251
2507,342
2507,342
2507,342
2507,586
2507,586
2507,586
2508,642
2508,642
2508,642
2508,638
2508,894
2509,691
2509,678
2509,678
2509,678
2510,756
2510,687
2510,687
2510,308
2510,308
2510,988
2510,988
2510,844
2510,844
2510,844
2511,768
2511,768
2511,768
2512,4
2512,4
2512,4
2513,309
2513,309
2513,309
2513,352
2513,352
2513,116
2513,116
2513,168
2514,784
2514,784
2514,784
2514,127
2514,469
2515,497
2515,881
2515,881
2515,881
2515,531
2515,525
2516,693
2517,833
2517,760
2517,321
2517,321
2517,321
2518,192
2518,192
2518,192
2518,544
2518,544
2518,544
2518,936
2519,592
2519,592
2519,592
2519,122
2519,694
2519,694
2519,474
2519,474
2520,868
2520,868
2521,610
2521,610
2521,610
2521,848
2521,848
2521,74
2521,74
2521,74
2521,214
2521,214
2521,214
2522,127
2522,127
2522,127
2523,180
2523,180
2523,287
2523,1011
2523,1011
2524,660
2524,660
2524,660
2524,592
2524,187
2524,187
2524,630
2524,603
2524,603
2525,1028
2525,1028
2525,662
2525,662
2525,225
2525,83
2526,601
2526,601
2526,601
2526,793
2526,793
2526,200
2526,200
2526,200
2526,792
2527,864
2527,864
2527,907
2527,907
2527,907
2527,814
2527,859
2527,374
2527,374
2527,374
2528,149
2528,425
2528,425
2528,51
2528,51
2529,681
2529,681
2529,613
2529,613
2529,613
2529,129
2529,129
2529,129
2529,355
2530,316
2530,316
2530,187
2530,187
2530,716
2530,550
2530,550
2530,581
2530,581
2531,454
2531,454
2532,214
2532,214
2532,252
2532,252
2533,154
2533,220
2533,220
2533,220
2533,214
2533,214
2533,837
2533,698
2534,189
2534,189
2534,189
2534,669
2534,669
2534,669
2535,135
2535,135
2535,135
2535,151
2535,621
2536,145
2536,145
2536,654
2536,352
2537,492
2537,492
2537,492
2537,723
2537,723
2537,516
2537,516
2537,516
2537,853
2537,837
2537,837
2538,7
2538,7
2539,679
2539,679
2539,679
2539,439
2539,439
2539,577
2539,161
2539,700
2539,700
2540,536
2540,536
2540,536
2541,639
2541,639
2541,921
2541,921
2541,921
2541,661
2541,846
2541,846
2541,896
2541,896
2541,896
2542,669
2542,669
2542,669
2542,509
2542,341
2542,341
2543,207
2544,519
2544,519
2544,232
2544,232
2544,634
2544,634
2544,850
2544,850
2544,745
2545,12
2546,699
2547,579
2547,579
2547,212
2547,212
2547,212
2547,179
2547,179
2547,179
2547,725
2547,1024
2548,612
2548,612
2548,612
2548,89
2548,89
2548,89
2549,831
2549,831
2549,249
2549,811
2549,811
2549,894
2549,894
2550,245
2550,245
2550,777
2550,777
2550,777
2550,86
2550,86
2550,687
2550,687
2550,687
2551,622
2551,622
2551,622
2551,634
2551,691
2551,146
2551,146
2552,464
2552,464
2552,609
2553,777
2554,41
2554,917
2554,917
2554,917
2555,288
2555,288
2555,348
2555,348
2555,518
2555,274
2555,274
2556,566
2556,566
2556,566
2556,792
2556,792
2556,318
2556,318
2556,318
2556,8
2556,8
2556,8
2557,600
2557,389
2558,384
2558,384
2558,384
2559,83
2560,391
2560,585
2560,585
2560,585
2560,491
2560,491
2561,219
2561,219
2561,219
2561,650
2562,515
2562,515
2562,515
2562,214
2562,993
2562,993
2563,483
2563,483
2563,179
2563,179
2563,179
2563,914
2563,331
2563,719
2564,105
2564,279
2564,279
2564,279
2564,513
2564,132
2564,132
2565,887
2565,931
2565,931
2565,931
2565,401
2566,675
2566,675
2567,845
2568,172
2568,172
2568,500
2568,431
2568,431
2568,431
2569,241
2569,241
2569,569
2569,569
2569,1013
2569,1013
2569,413
2570,956
2570,956
2570,956
2571,643
2571,643
2572,129
2572,129
2572,129
2572,735
2572,735
2572,735
2573,297
2574,1019
2574,1019
2574,792
2574,792
2574,128
2574,737
2574,737
2574,387
2575,183
2575,183
2575,10
2575,441
2575,441
2575,453
2575,453
2575,453
2575,600
2575,600
2576,47
2576,47
2576,9
2576,9
2576,512
2576,512
2576,512
2576,882
2576,882
2576,882
2576,113
2576,113
2576,113
2577,601
2577,601
2577,890
2577,890
2577,890
2577,363
2577,363
2578,482
2578,482
2579,632
2579,632
2579,632
2579,528
2579,528
2579,528
2579,826
2579,121
2580,341
2580,341
2580,341
2581,252
2581,252
2581,547
2581,547
2581,373
2581,632
2581,632
2581,632
2582,778
2582,778
2583,131
2583,131
2583,131
2583,378
2583,969
2583,969
2584,512
